"Time","orderers","peers","Total"
2024-07-31 20:31:45,0.376,12.5,12.5
2024-07-31 20:32:00,0.377,12.4,12.4
2024-07-31 20:32:15,0.428,12.5,12.5
2024-07-31 20:32:30,0.606,13.1,13.1
2024-07-31 20:32:45,0.822,13.6,13.6
2024-07-31 20:33:00,0.997,13.7,13.7
2024-07-31 20:33:15,1.13,13.6,13.6
2024-07-31 20:33:30,1.28,13.6,13.6
2024-07-31 20:33:45,1.38,14.5,14.5
2024-07-31 20:34:00,1.22,14.0,14.0
2024-07-31 20:34:15,1.46,14.6,14.6
2024-07-31 20:34:30,1.65,14.7,14.7
2024-07-31 20:34:45,1.57,14.7,14.7
2024-07-31 20:35:00,1.78,15.0,15.0
2024-07-31 20:35:15,1.96,15.8,15.8
2024-07-31 20:35:30,1.81,14.9,14.9
2024-07-31 20:35:45,2.06,15.5,15.5
2024-07-31 20:36:00,2.24,15.8,15.8
2024-07-31 20:36:15,2.15,15.8,15.8
2024-07-31 20:36:30,2.16,15.8,15.8
2024-07-31 20:36:45,2.17,16.2,16.2
2024-07-31 20:37:00,2.17,15.5,15.5
2024-07-31 20:37:15,2.17,15.5,15.5
