"Time","machine69","machine70","All Machines","machine77"
2024-07-31 20:31:45,0.345,0.177,0.698,0.177
2024-07-31 20:32:00,0.345,0.177,0.698,0.177
2024-07-31 20:32:15,0.345,0.177,0.698,0.177
2024-07-31 20:32:30,0.345,0.177,0.699,0.177
2024-07-31 20:32:45,0.345,0.177,0.699,0.177
2024-07-31 20:33:00,0.345,0.177,0.699,0.177
2024-07-31 20:33:15,0.345,0.177,0.700,0.177
2024-07-31 20:33:30,0.348,0.179,0.705,0.177
2024-07-31 20:33:45,0.348,0.179,0.705,0.179
2024-07-31 20:34:00,0.348,0.179,0.705,0.179
2024-07-31 20:34:15,0.348,0.180,0.707,0.179
2024-07-31 20:34:30,0.351,0.180,0.712,0.179
2024-07-31 20:34:45,0.351,0.180,0.712,0.180
2024-07-31 20:35:00,0.351,0.180,0.712,0.180
2024-07-31 20:35:15,0.351,0.181,0.714,0.180
2024-07-31 20:35:30,0.354,0.182,0.719,0.180
2024-07-31 20:35:45,0.354,0.182,0.719,0.182
2024-07-31 20:36:00,0.354,0.182,0.719,0.182
2024-07-31 20:36:15,0.354,0.184,0.721,0.182
2024-07-31 20:36:30,0.357,0.184,0.725,0.182
2024-07-31 20:36:45,0.357,0.184,0.725,0.184
2024-07-31 20:37:00,0.357,0.184,0.725,0.184
2024-07-31 20:37:15,0.357,0.184,0.725,0.184
