"Time","machine69","machine70","All Machines","machine77"
2024-07-31 20:31:45,0.587,0.301,0.594,0.150
2024-07-31 20:32:00,0.587,0.301,0.594,0.150
2024-07-31 20:32:15,0.587,0.301,0.594,0.150
2024-07-31 20:32:30,0.588,0.301,0.595,0.150
2024-07-31 20:32:45,0.588,0.301,0.595,0.150
2024-07-31 20:33:00,0.588,0.301,0.595,0.150
2024-07-31 20:33:15,0.588,0.301,0.596,0.150
2024-07-31 20:33:30,0.593,0.304,0.600,0.150
2024-07-31 20:33:45,0.593,0.304,0.600,0.152
2024-07-31 20:34:00,0.593,0.304,0.600,0.152
2024-07-31 20:34:15,0.593,0.307,0.602,0.152
2024-07-31 20:34:30,0.597,0.307,0.606,0.152
2024-07-31 20:34:45,0.597,0.307,0.606,0.154
2024-07-31 20:35:00,0.597,0.307,0.606,0.154
2024-07-31 20:35:15,0.597,0.307,0.607,0.154
2024-07-31 20:35:30,0.602,0.310,0.611,0.154
2024-07-31 20:35:45,0.602,0.310,0.611,0.155
2024-07-31 20:36:00,0.602,0.310,0.611,0.155
2024-07-31 20:36:15,0.602,0.313,0.614,0.155
2024-07-31 20:36:30,0.607,0.313,0.617,0.155
2024-07-31 20:36:45,0.607,0.313,0.617,0.157
2024-07-31 20:37:00,0.607,0.313,0.617,0.157
2024-07-31 20:37:15,0.607,0.313,0.617,0.157
