"Time","machine69","machine70","Total","machine77"
2024-07-31 20:31:45,,170,726,258
2024-07-31 20:32:00,0.00467,245,730,258
2024-07-31 20:32:15,0.00467,174,738,265
2024-07-31 20:32:30,,307,920,266
2024-07-31 20:32:45,0,265,1151,409
2024-07-31 20:33:00,0,491,1372,412
2024-07-31 20:33:15,0.00119,466,1524,555
2024-07-31 20:33:30,0,595,1640,555
2024-07-31 20:33:45,0,452,1666,597
2024-07-31 20:34:00,0,589,1659,596
2024-07-31 20:34:15,0.0164,531,1618,575
2024-07-31 20:34:30,0,591,1623,575
2024-07-31 20:34:45,,356,1657,580
2024-07-31 20:35:00,0,606,1683,582
2024-07-31 20:35:15,0,510,1673,624
2024-07-31 20:35:30,,572,1702,624
2024-07-31 20:35:45,0,369,1685,600
2024-07-31 20:36:00,0,589,1693,599
2024-07-31 20:36:15,0.00411,437,1656,594
2024-07-31 20:36:30,,550,1447,591
2024-07-31 20:36:45,,331,1143,346
2024-07-31 20:37:00,0,297,942,346
2024-07-31 20:37:15,0.00149,219,769,281
