"Time","Total","Peers","Orderers"
2024-07-31 20:31:45,3.42,2.74,0.680
2024-07-31 20:32:00,3.88,3.22,0.660
2024-07-31 20:32:15,5.10,3.36,1.74
2024-07-31 20:32:30,27.0,22.9,4.16
2024-07-31 20:32:45,41.4,33.3,8.06
2024-07-31 20:33:00,66.9,56.4,10.5
2024-07-31 20:33:15,71.7,59.6,12.1
2024-07-31 20:33:30,75.8,63.3,12.4
2024-07-31 20:33:45,76.1,63.6,12.5
2024-07-31 20:34:00,76.5,64.1,12.4
2024-07-31 20:34:15,75.6,63.5,12.1
2024-07-31 20:34:30,75.2,63.1,12.1
2024-07-31 20:34:45,75.5,63.2,12.4
2024-07-31 20:35:00,75.8,63.3,12.5
2024-07-31 20:35:15,75.6,63.1,12.5
2024-07-31 20:35:30,75.9,63.4,12.5
2024-07-31 20:35:45,76.7,64.1,12.6
2024-07-31 20:36:00,76.2,63.6,12.6
2024-07-31 20:36:15,75.3,63.3,12.0
2024-07-31 20:36:30,51.5,42.3,9.20
2024-07-31 20:36:45,35.4,30.5,4.84
2024-07-31 20:37:00,9.26,7.12,2.14
2024-07-31 20:37:15,4.04,3.38,0.660
