"Time","orderers","peers","Total"
2024-07-31 11:18:00,0.379,12.2,12.2
2024-07-31 11:18:15,0.380,12.5,12.5
2024-07-31 11:18:30,0.520,13.2,13.2
2024-07-31 11:18:45,0.708,14.2,14.2
2024-07-31 11:19:00,0.831,13.7,13.7
2024-07-31 11:19:15,0.991,14.5,14.5
2024-07-31 11:19:30,1.19,14.2,14.2
2024-07-31 11:19:45,1.36,14.4,14.4
2024-07-31 11:20:00,1.44,14.7,14.7
2024-07-31 11:20:15,1.39,14.6,14.6
2024-07-31 11:20:30,1.53,14.9,14.9
2024-07-31 11:20:45,1.51,14.8,14.8
2024-07-31 11:21:00,1.62,15.3,15.3
2024-07-31 11:21:15,1.88,15.5,15.5
2024-07-31 11:21:30,2.01,15.7,15.7
2024-07-31 11:21:45,1.96,15.7,15.7
2024-07-31 11:22:00,2.14,15.7,15.7
2024-07-31 11:22:15,2.27,15.8,15.8
2024-07-31 11:22:30,2.19,16.1,16.1
2024-07-31 11:22:45,2.21,16.2,16.2
2024-07-31 11:23:00,2.21,16.2,16.2
2024-07-31 11:23:15,2.21,15.8,15.8
2024-07-31 11:23:30,2.21,16.6,16.6
