"Time","machine69","machine70","Total","machine77"
2024-07-31 11:18:00,0,273,774,257
2024-07-31 11:18:15,0.00486,253,771,281
2024-07-31 11:18:30,0,280,821,282
2024-07-31 11:18:45,0,381,1097,383
2024-07-31 11:19:00,0,490,1285,383
2024-07-31 11:19:15,0,487,1519,526
2024-07-31 11:19:30,,524,1521,528
2024-07-31 11:19:45,0,405,1502,517
2024-07-31 11:20:00,0.476,523,1527,517
2024-07-31 11:20:15,0,460,1593,567
2024-07-31 11:20:30,0,579,1638,567
2024-07-31 11:20:45,0,472,1667,581
2024-07-31 11:21:00,0,581,1678,569
2024-07-31 11:21:15,0.0000607,526,1641,561
2024-07-31 11:21:30,,559,1641,561
2024-07-31 11:21:45,0,391,1577,536
2024-07-31 11:22:00,0.00599,540,1545,535
2024-07-31 11:22:15,0.0114,503,1511,525
2024-07-31 11:22:30,,533,1475,525
2024-07-31 11:22:45,,285,1259,444
2024-07-31 11:23:00,0,356,1087,441
2024-07-31 11:23:15,0.00121,240,812,287
2024-07-31 11:23:30,,284,792,289
