"Time","Total","Peers","Orderers"
2024-07-31 11:18:00,4.08,3.38,0.700
2024-07-31 11:18:15,4.26,3.58,0.680
2024-07-31 11:18:30,12.2,10.3,1.90
2024-07-31 11:18:45,28.1,21.9,6.26
2024-07-31 11:19:00,53.4,43.9,9.44
2024-07-31 11:19:15,67.3,54.6,12.7
2024-07-31 11:19:30,69.3,56.9,12.4
2024-07-31 11:19:45,68.7,56.5,12.2
2024-07-31 11:20:00,68.7,56.4,12.3
2024-07-31 11:20:15,69.0,56.5,12.5
2024-07-31 11:20:30,72.7,60.1,12.6
2024-07-31 11:20:45,71.9,59.0,12.9
2024-07-31 11:21:00,73.5,60.3,13.2
2024-07-31 11:21:15,73.8,60.6,13.3
2024-07-31 11:21:30,72.0,58.9,13.1
2024-07-31 11:21:45,70.1,57.6,12.6
2024-07-31 11:22:00,67.9,55.7,12.2
2024-07-31 11:22:15,67.7,55.5,12.1
2024-07-31 11:22:30,62.1,50.6,11.4
2024-07-31 11:22:45,48.4,40.8,7.66
2024-07-31 11:23:00,24.7,19.9,4.80
2024-07-31 11:23:15,9.63,8.68,0.955
2024-07-31 11:23:30,3.86,3.22,0.640
