"Time","machine69","machine70","All Machines","machine77"
2024-07-31 11:18:00,0.341,0.173,0.688,0.173
2024-07-31 11:18:15,0.341,0.173,0.688,0.173
2024-07-31 11:18:30,0.341,0.173,0.688,0.173
2024-07-31 11:18:45,0.341,0.174,0.688,0.174
2024-07-31 11:19:00,0.341,0.174,0.688,0.174
2024-07-31 11:19:15,0.341,0.174,0.688,0.174
2024-07-31 11:19:30,0.341,0.174,0.692,0.174
2024-07-31 11:19:45,0.341,0.176,0.696,0.175
2024-07-31 11:20:00,0.341,0.176,0.696,0.175
2024-07-31 11:20:15,0.341,0.176,0.696,0.176
2024-07-31 11:20:30,0.345,0.176,0.696,0.176
2024-07-31 11:20:45,0.345,0.177,0.703,0.177
2024-07-31 11:21:00,0.345,0.177,0.703,0.177
2024-07-31 11:21:15,0.345,0.177,0.703,0.177
2024-07-31 11:21:30,0.348,0.177,0.705,0.177
2024-07-31 11:21:45,0.348,0.179,0.710,0.179
2024-07-31 11:22:00,0.348,0.179,0.710,0.179
2024-07-31 11:22:15,0.348,0.179,0.710,0.179
2024-07-31 11:22:30,0.352,0.179,0.712,0.179
2024-07-31 11:22:45,0.352,0.181,0.717,0.181
2024-07-31 11:23:00,0.352,0.181,0.717,0.181
2024-07-31 11:23:15,0.352,0.181,0.717,0.181
2024-07-31 11:23:30,0.355,0.181,0.717,0.181
