"Time","machine69","machine70","All Machines","machine77"
2024-08-01 17:27:00,0.594,0.306,0.603,0.153
2024-08-01 17:27:15,0.594,0.306,0.603,0.153
2024-08-01 17:27:30,0.594,0.306,0.603,0.153
2024-08-01 17:27:45,0.594,0.306,0.603,0.153
2024-08-01 17:28:00,0.594,0.306,0.604,0.153
2024-08-01 17:28:15,0.594,0.308,0.608,0.154
2024-08-01 17:28:30,0.598,0.308,0.608,0.154
2024-08-01 17:28:45,0.598,0.308,0.608,0.154
2024-08-01 17:29:00,0.598,0.308,0.609,0.154
2024-08-01 17:29:15,0.598,0.312,0.613,0.156
2024-08-01 17:29:30,0.603,0.312,0.613,0.156
2024-08-01 17:29:45,0.603,0.312,0.613,0.156
2024-08-01 17:30:00,0.603,0.312,0.616,0.156
2024-08-01 17:30:15,0.603,0.315,0.619,0.157
2024-08-01 17:30:30,0.608,0.315,0.619,0.157
2024-08-01 17:30:45,0.608,0.315,0.619,0.157
2024-08-01 17:31:00,0.608,0.315,0.619,0.157
2024-08-01 17:31:15,0.608,0.315,0.624,0.159
2024-08-01 17:31:30,0.608,0.318,0.624,0.159
2024-08-01 17:31:45,0.608,0.318,0.624,0.159
2024-08-01 17:32:00,0.608,0.318,0.625,0.159
