"Time","Total","Peers","Orderers"
2024-08-01 17:27:00,0.603,0.131,0.000549
2024-08-01 17:27:15,0.603,0.131,0.000555
2024-08-01 17:27:30,0.603,0.131,0.000555
2024-08-01 17:27:45,0.603,0.131,0.000555
2024-08-01 17:28:00,0.604,0.132,0.000604
2024-08-01 17:28:15,0.608,0.135,0.00145
2024-08-01 17:28:30,0.608,0.135,0.00145
2024-08-01 17:28:45,0.608,0.135,0.00145
2024-08-01 17:29:00,0.609,0.136,0.00145
2024-08-01 17:29:15,0.613,0.139,0.00249
2024-08-01 17:29:30,0.613,0.139,0.00249
2024-08-01 17:29:45,0.613,0.139,0.00249
2024-08-01 17:30:00,0.616,0.142,0.00249
2024-08-01 17:30:15,0.619,0.144,0.00354
2024-08-01 17:30:30,0.619,0.144,0.00354
2024-08-01 17:30:45,0.619,0.144,0.00354
2024-08-01 17:31:00,0.619,0.144,0.00354
2024-08-01 17:31:15,0.624,0.149,0.00459
2024-08-01 17:31:30,0.624,0.149,0.00459
2024-08-01 17:31:45,0.624,0.149,0.00459
2024-08-01 17:32:00,0.625,0.149,0.00459
