"Time","machine69","machine70","All Machines","machine77"
2024-08-01 17:27:00,0.349,0.180,0.708,0.180
2024-08-01 17:27:15,0.349,0.180,0.708,0.180
2024-08-01 17:27:30,0.349,0.180,0.708,0.180
2024-08-01 17:27:45,0.349,0.180,0.708,0.180
2024-08-01 17:28:00,0.349,0.180,0.710,0.180
2024-08-01 17:28:15,0.349,0.181,0.714,0.181
2024-08-01 17:28:30,0.351,0.181,0.714,0.181
2024-08-01 17:28:45,0.351,0.181,0.714,0.181
2024-08-01 17:29:00,0.351,0.181,0.716,0.181
2024-08-01 17:29:15,0.351,0.183,0.721,0.183
2024-08-01 17:29:30,0.354,0.183,0.721,0.183
2024-08-01 17:29:45,0.354,0.183,0.721,0.183
2024-08-01 17:30:00,0.354,0.183,0.724,0.183
2024-08-01 17:30:15,0.354,0.185,0.727,0.185
2024-08-01 17:30:30,0.357,0.185,0.727,0.185
2024-08-01 17:30:45,0.357,0.185,0.727,0.185
2024-08-01 17:31:00,0.357,0.185,0.727,0.185
2024-08-01 17:31:15,0.357,0.185,0.734,0.187
2024-08-01 17:31:30,0.357,0.187,0.734,0.187
2024-08-01 17:31:45,0.357,0.187,0.734,0.187
2024-08-01 17:32:00,0.357,0.187,0.734,0.187
