"Time","Total","Peers","Orderers"
2024-08-01 17:27:00,3.84,3.22,0.620
2024-08-01 17:27:15,7.24,4.90,2.34
2024-08-01 17:27:30,33.3,28.4,4.90
2024-08-01 17:27:45,48.8,40.0,8.86
2024-08-01 17:28:00,75.7,64.3,11.4
2024-08-01 17:28:15,77.5,65.7,11.8
2024-08-01 17:28:30,75.9,65.7,10.2
2024-08-01 17:28:45,76.0,64.4,11.7
2024-08-01 17:29:00,72.6,61.6,11.0
2024-08-01 17:29:15,71.9,61.9,10.0
2024-08-01 17:29:30,76.6,64.6,12.0
2024-08-01 17:29:45,77.0,65.0,12.0
2024-08-01 17:30:00,81.6,69.0,12.7
2024-08-01 17:30:15,82.8,70.0,12.8
2024-08-01 17:30:30,83.0,71.1,11.9
2024-08-01 17:30:45,84.2,70.9,13.3
2024-08-01 17:31:00,80.5,67.2,13.2
2024-08-01 17:31:15,82.3,70.4,11.9
2024-08-01 17:31:30,58.0,49.1,8.88
2024-08-01 17:31:45,34.0,29.7,4.32
2024-08-01 17:32:00,5.10,3.66,1.44
