"Time","orderers","peers","Total"
2024-08-01 17:27:00,0.119,4.11,4.11
2024-08-01 17:27:15,0.151,4.25,4.25
2024-08-01 17:27:30,0.188,4.47,4.47
2024-08-01 17:27:45,0.277,4.33,4.33
2024-08-01 17:28:00,0.328,4.61,4.61
2024-08-01 17:28:15,0.377,4.48,4.48
2024-08-01 17:28:30,0.431,4.62,4.62
2024-08-01 17:28:45,0.464,4.64,4.64
2024-08-01 17:29:00,0.410,4.86,4.86
2024-08-01 17:29:15,0.500,5.00,5.00
2024-08-01 17:29:30,0.520,5.03,5.03
2024-08-01 17:29:45,0.518,5.18,5.18
2024-08-01 17:30:00,0.575,5.00,5.00
2024-08-01 17:30:15,0.613,5.07,5.07
2024-08-01 17:30:30,0.611,5.28,5.28
2024-08-01 17:30:45,0.681,5.27,5.27
2024-08-01 17:31:00,0.736,5.28,5.28
2024-08-01 17:31:15,0.693,5.42,5.42
2024-08-01 17:31:30,0.693,5.42,5.42
2024-08-01 17:31:45,0.695,5.59,5.59
2024-08-01 17:32:00,0.695,5.49,5.49
