"Time","orderers","peers","Total"
2024-08-01 17:27:00,0.373,12.8,12.8
2024-08-01 17:27:15,0.472,13.3,13.3
2024-08-01 17:27:30,0.588,14.0,14.0
2024-08-01 17:27:45,0.865,13.5,13.5
2024-08-01 17:28:00,1.02,14.4,14.4
2024-08-01 17:28:15,1.18,14.0,14.0
2024-08-01 17:28:30,1.35,14.4,14.4
2024-08-01 17:28:45,1.45,14.5,14.5
2024-08-01 17:29:00,1.28,15.2,15.2
2024-08-01 17:29:15,1.56,15.6,15.6
2024-08-01 17:29:30,1.63,15.7,15.7
2024-08-01 17:29:45,1.62,16.2,16.2
2024-08-01 17:30:00,1.80,15.6,15.6
2024-08-01 17:30:15,1.92,15.8,15.8
2024-08-01 17:30:30,1.91,16.5,16.5
2024-08-01 17:30:45,2.13,16.5,16.5
2024-08-01 17:31:00,2.30,16.5,16.5
2024-08-01 17:31:15,2.16,16.9,16.9
2024-08-01 17:31:30,2.16,16.9,16.9
2024-08-01 17:31:45,2.17,17.5,17.5
2024-08-01 17:32:00,2.17,17.2,17.2
