"Time","machine69","machine70","Total","machine77"
2024-07-31 18:05:30,,278,869,0.00791
2024-07-31 18:05:45,0,437,1137,401
2024-07-31 18:06:00,0,441,1411,401
2024-07-31 18:06:15,0.0191,536,1564,535
2024-07-31 18:06:30,,541,1588,535
2024-07-31 18:06:45,0,512,1601,505
2024-07-31 18:07:00,0,512,1574,505
2024-07-31 18:07:15,0.00203,534,1610,511
2024-07-31 18:07:30,,534,1617,511
2024-07-31 18:07:45,0,507,1603,508
2024-07-31 18:08:00,0,511,1591,510
2024-07-31 18:08:15,0.0170,507,1532,519
2024-07-31 18:08:30,0,507,1507,520
2024-07-31 18:08:45,0,478,1463,477
2024-07-31 18:09:00,0,477,1434,477
2024-07-31 18:09:15,0,485,1429,478
2024-07-31 18:09:30,,486,1279,477
2024-07-31 18:09:45,,258,1093,339
2024-07-31 18:10:00,0,258,871,338
2024-07-31 18:10:15,1.12,294,785,255
