"Time","orderers","peers","Total"
2024-07-31 18:05:30,0.558,14.2,14.2
2024-07-31 18:05:45,0.724,14.4,14.4
2024-07-31 18:06:00,0.889,13.9,13.9
2024-07-31 18:06:15,1.03,14.8,14.8
2024-07-31 18:06:30,1.04,14.7,14.7
2024-07-31 18:06:45,1.18,14.9,14.9
2024-07-31 18:07:00,1.36,15.0,15.0
2024-07-31 18:07:15,1.20,15.2,15.2
2024-07-31 18:07:30,1.39,15.5,15.5
2024-07-31 18:07:45,1.55,15.4,15.4
2024-07-31 18:08:00,1.54,15.5,15.5
2024-07-31 18:08:15,1.58,15.6,15.6
2024-07-31 18:08:30,1.77,15.5,15.5
2024-07-31 18:08:45,1.92,16.1,16.1
2024-07-31 18:09:00,1.81,16.2,16.2
2024-07-31 18:09:15,1.97,16.3,16.3
2024-07-31 18:09:30,2.00,16.0,16.0
2024-07-31 18:09:45,2.00,16.1,16.1
2024-07-31 18:10:00,2.01,16.2,16.2
2024-07-31 18:10:15,2.01,16.1,16.1
