"Time","All machines","machine69","machine70","machine77"
2024-07-31 18:05:30,4.74,2.04,1.28,1.28
2024-07-31 18:05:45,4.84,2.04,1.44,1.41
2024-07-31 18:06:00,4.70,2.04,1.44,1.41
2024-07-31 18:06:15,4.99,2.04,1.39,1.43
2024-07-31 18:06:30,4.95,2.11,1.39,1.43
2024-07-31 18:06:45,5.02,2.11,1.49,1.46
2024-07-31 18:07:00,5.06,2.11,1.49,1.46
2024-07-31 18:07:15,5.17,2.11,1.50,1.53
2024-07-31 18:07:30,5.28,2.19,1.50,1.53
2024-07-31 18:07:45,5.26,2.19,1.61,1.57
2024-07-31 18:08:00,5.34,2.19,1.61,1.57
2024-07-31 18:08:15,5.37,2.19,1.49,1.59
2024-07-31 18:08:30,5.39,2.28,1.49,1.59
2024-07-31 18:08:45,5.60,2.28,1.69,1.65
2024-07-31 18:09:00,5.65,2.28,1.69,1.65
2024-07-31 18:09:15,5.70,2.28,1.72,1.70
2024-07-31 18:09:30,5.56,2.29,1.72,1.70
2024-07-31 18:09:45,5.62,2.29,1.71,1.69
2024-07-31 18:10:00,5.64,2.29,1.71,1.69
2024-07-31 18:10:15,5.60,2.29,1.64,1.69
