"Time","Total","Peers","Orderers"
2024-07-31 18:05:30,0.694,0.154,0.000721
2024-07-31 18:05:45,0.694,0.154,0.000721
2024-07-31 18:06:00,0.694,0.154,0.000721
2024-07-31 18:06:15,0.694,0.154,0.000721
2024-07-31 18:06:30,0.702,0.159,0.00268
2024-07-31 18:06:45,0.702,0.159,0.00268
2024-07-31 18:07:00,0.702,0.159,0.00268
2024-07-31 18:07:15,0.702,0.159,0.00268
2024-07-31 18:07:30,0.709,0.165,0.00465
2024-07-31 18:07:45,0.709,0.165,0.00465
2024-07-31 18:08:00,0.709,0.165,0.00465
2024-07-31 18:08:15,0.709,0.165,0.00465
2024-07-31 18:08:30,0.716,0.170,0.00660
2024-07-31 18:08:45,0.716,0.170,0.00660
2024-07-31 18:09:00,0.716,0.170,0.00660
2024-07-31 18:09:15,0.716,0.170,0.00660
2024-07-31 18:09:30,0.723,0.175,0.00853
2024-07-31 18:09:45,0.723,0.175,0.00853
2024-07-31 18:10:00,0.723,0.175,0.00853
2024-07-31 18:10:15,0.723,0.175,0.00853
