"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 11:09:00,0,0,0,0
2024-04-19 11:09:15,6.50,3.90,1.27,1.34
2024-04-19 11:09:30,5.84,3.52,1.16,1.17
2024-04-19 11:09:45,4854,2266,1472,1116
2024-04-19 11:10:00,8783,4429,2179,2175
2024-04-19 11:10:15,14400,7131,3669,3600
2024-04-19 11:10:30,19559,9803,4786,4970
2024-04-19 11:10:45,19899,9853,4986,5060
2024-04-19 11:11:00,20514,10216,5017,5281
2024-04-19 11:11:15,15344,7577,3774,3993
2024-04-19 11:11:30,8444,4241,2071,2132
2024-04-19 11:11:45,465,191,94.2,180
2024-04-19 11:12:00,86.5,46.2,19.5,20.8
2024-04-19 11:12:15,73.7,41.0,14.4,18.3
2024-04-19 11:12:30,42.7,22.0,10.9,9.76
2024-04-19 11:12:45,395,213,86.7,94.9
2024-04-19 11:13:00,582,343,121,118
2024-04-19 11:13:15,858,527,197,134
2024-04-19 11:13:30,1306,756,272,277
2024-04-19 11:13:45,1021,587,213,221
2024-04-19 11:14:00,979,549,205,225
2024-04-19 11:14:15,653,363,135,156
2024-04-19 11:14:30,242,123,53.4,65.4
