"Time","Total","Peers","Orderers","Couchdb"
2024-04-19 11:08:45,337794254,337767947,25707,600
2024-04-19 11:09:00,868184881,868157268,26770,843
2024-04-19 11:09:15,868185998,868158198,26957,843
2024-04-19 11:09:30,1182487320,1182456822,29392,1106
2024-04-19 11:09:45,1182489962,1182458951,29905,1106
2024-04-19 11:10:00,1182492782,1182461181,30462,1139
2024-04-19 11:10:15,1205911782,1205877703,32702,1377
2024-04-19 11:10:30,1205918051,1205883024,33640,1387
2024-04-19 11:10:45,1205995175,1205944503,45349,5323
2024-04-19 11:11:00,1206090048,1206020021,59939,10088
2024-04-19 11:11:15,1206192207,1206101451,75360,15396
2024-04-19 11:11:30,1206291681,1206180843,90529,20309
2024-04-19 11:11:45,1206348927,1206225884,97532,25511
2024-04-19 11:12:00,868689279,868565672,94181,29426
2024-04-19 11:12:15,868788137,868644089,109298,34750
2024-04-19 11:12:30,868889530,868725620,124427,39483
2024-04-19 11:12:45,868987787,868804328,138892,44567
2024-04-19 11:13:00,869087893,868885693,153278,48922
2024-04-19 11:13:15,869187712,868963799,169467,54446
2024-04-19 11:13:30,869282104,869038617,183953,59534
2024-04-19 11:13:45,869375273,869114036,197087,64150
2024-04-19 11:14:00,869475099,869193978,211792,69329
2024-04-19 11:14:15,869568506,869266605,226878,75023
2024-04-19 11:14:30,869670376,869347926,242815,79635
