"Time","machine69","machine70","All Machines","machine77"
2024-04-19 11:08:45,0.0192,0.0191,0.0287,0.00951
2024-04-19 11:09:00,0.0205,0.0191,0.0293,0.00951
2024-04-19 11:09:15,0.0205,0.0191,0.0293,0.00951
2024-04-19 11:09:30,0.0205,0.0205,0.0300,0.00951
2024-04-19 11:09:45,0.0205,0.0205,0.0300,0.00951
2024-04-19 11:10:00,0.0205,0.0205,0.0301,0.0102
2024-04-19 11:10:15,0.0205,0.0205,0.0307,0.0102
2024-04-19 11:10:30,0.0205,0.0206,0.0307,0.0102
2024-04-19 11:10:45,0.0205,0.0206,0.0307,0.0102
2024-04-19 11:11:00,0.0319,0.0206,0.0364,0.0214
2024-04-19 11:11:15,0.0319,0.0206,0.0477,0.0215
2024-04-19 11:11:30,0.0319,0.0498,0.0623,0.0215
2024-04-19 11:11:45,0.0127,0.0498,0.0528,0.0215
2024-04-19 11:12:00,0.0585,0.0307,0.0566,0.0390
2024-04-19 11:12:15,0.0585,0.0307,0.0836,0.0390
2024-04-19 11:12:30,0.0585,0.0640,0.100,0.0390
2024-04-19 11:12:45,0.0585,0.0640,0.100,0.0390
2024-04-19 11:13:00,0.101,0.0640,0.148,0.0659
2024-04-19 11:13:15,0.101,0.0640,0.149,0.0659
2024-04-19 11:13:30,0.101,0.0971,0.165,0.0659
2024-04-19 11:13:45,0.101,0.0971,0.165,0.0659
2024-04-19 11:14:00,0.144,0.0971,0.187,0.0928
2024-04-19 11:14:15,0.144,0.0971,0.213,0.0928
2024-04-19 11:14:30,0.144,0.130,0.230,0.0928
