"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 11:09:00,421,226,96.6,98
2024-04-19 11:09:15,1825,911,445,469
2024-04-19 11:09:30,2089,1047,514,527
2024-04-19 11:09:45,3445,1643,911,891
2024-04-19 11:10:00,4063,2019,1006,1038
2024-04-19 11:10:15,10271,5107,2573,2590
2024-04-19 11:10:30,13791,6914,3444,3433
2024-04-19 11:10:45,17848,7895,4262,5691
2024-04-19 11:11:00,18778,7221,4454,7104
2024-04-19 11:11:15,21489,6929,4770,9790
2024-04-19 11:11:30,23899,6904,5279,11717
2024-04-19 11:11:45,24679,7148,5277,12255
2024-04-19 11:12:00,24098,6786,5130,12182
2024-04-19 11:12:15,23806,6607,5195,12004
2024-04-19 11:12:30,23749,6667,5142,11940
2024-04-19 11:12:45,23425,6477,5144,11804
2024-04-19 11:13:00,23851,6824,5196,11832
2024-04-19 11:13:15,23322,6743,5228,11352
2024-04-19 11:13:30,23651,6703,5194,11754
2024-04-19 11:13:45,23561,6961,5135,11464
2024-04-19 11:14:00,23160,6600,5197,11362
2024-04-19 11:14:15,23107,6789,4896,11423
2024-04-19 11:14:30,22948,6554,5096,11299
