"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 11:09:00,817,641,176,0
2024-04-19 11:09:15,1918,1568,350,0
2024-04-19 11:09:30,2895,2337,536,22.1
2024-04-19 11:09:45,6094,4881,1192,21.5
2024-04-19 11:10:00,7929,6303,1568,57.5
2024-04-19 11:10:15,11151,9074,2016,60.4
2024-04-19 11:10:30,16360,13579,2729,51.2
2024-04-19 11:10:45,96939,77610,15022,4306
2024-04-19 11:11:00,197430,158161,29878,9391
2024-04-19 11:11:15,304647,243514,45942,15191
2024-04-19 11:11:30,393236,313258,59788,20190
2024-04-19 11:11:45,395129,315925,59257,19946
2024-04-19 11:12:00,391679,312478,59394,19807
2024-04-19 11:12:15,389071,309878,59799,19395
2024-04-19 11:12:30,391343,311711,60308,19324
2024-04-19 11:12:45,390969,311526,60022,19422
2024-04-19 11:13:00,392974,313572,59728,19674
2024-04-19 11:13:15,390748,311930,59187,19632
2024-04-19 11:13:30,388296,309449,58764,20083
2024-04-19 11:13:45,388148,310232,57943,19972
2024-04-19 11:14:00,387372,308856,58421,20094
2024-04-19 11:14:15,389462,311635,57681,20147
2024-04-19 11:14:30,390336,311404,58914,20017
