"Time","machine69","machine70","All Machines","machine77"
2024-04-19 11:08:45,0.00306,0.00306,0.00915,0.00304
2024-04-19 11:09:00,0.00327,0.00306,0.00937,0.00304
2024-04-19 11:09:15,0.00327,0.00306,0.00937,0.00304
2024-04-19 11:09:30,0.00327,0.00328,0.00959,0.00304
2024-04-19 11:09:45,0.00327,0.00328,0.00959,0.00304
2024-04-19 11:10:00,0.00328,0.00328,0.00960,0.00324
2024-04-19 11:10:15,0.00328,0.00328,0.00980,0.00324
2024-04-19 11:10:30,0.00328,0.00328,0.00981,0.00324
2024-04-19 11:10:45,0.00328,0.00328,0.00981,0.00324
2024-04-19 11:11:00,0.00509,0.00328,0.0116,0.00683
2024-04-19 11:11:15,0.00509,0.00328,0.0152,0.00686
2024-04-19 11:11:30,0.00509,0.00796,0.0199,0.00686
2024-04-19 11:11:45,0.00203,0.00796,0.0168,0.00686
2024-04-19 11:12:00,0.00933,0.00490,0.0181,0.0125
2024-04-19 11:12:15,0.00933,0.00490,0.0267,0.0125
2024-04-19 11:12:30,0.00933,0.0102,0.0320,0.0125
2024-04-19 11:12:45,0.00933,0.0102,0.0320,0.0125
2024-04-19 11:13:00,0.0162,0.0102,0.0474,0.0210
2024-04-19 11:13:15,0.0162,0.0102,0.0475,0.0210
2024-04-19 11:13:30,0.0162,0.0155,0.0528,0.0210
2024-04-19 11:13:45,0.0162,0.0155,0.0528,0.0210
2024-04-19 11:14:00,0.0230,0.0155,0.0596,0.0296
2024-04-19 11:14:15,0.0230,0.0155,0.0682,0.0296
2024-04-19 11:14:30,0.0230,0.0208,0.0735,0.0296
