"Time","machine69","machine70","All Machines","machine77"
2024-06-14 13:00:15,446,382,605,191
2024-06-14 13:00:30,446,382,605,191
2024-06-14 13:00:45,446,382,605,191
2024-06-14 13:01:00,446,382,605,191
2024-06-14 13:01:15,446,382,605,191
2024-06-14 13:01:30,446,382,605,191
2024-06-14 13:01:45,446,382,606,191
2024-06-14 13:02:00,446,383,606,191
2024-06-14 13:02:15,446,383,606,191
2024-06-14 13:02:30,446,383,606,191
2024-06-14 13:02:45,446,383,606,191
2024-06-14 13:03:00,447,383,606,191
2024-06-14 13:03:15,447,383,606,191
2024-06-14 13:03:30,447,383,606,191
2024-06-14 13:03:45,447,383,606,191
2024-06-14 13:04:00,447,383,606,191
2024-06-14 13:04:15,447,383,606,191
2024-06-14 13:04:30,447,383,607,192
2024-06-14 13:04:45,447,383,607,192
2024-06-14 13:05:00,447,383,607,192
2024-06-14 13:05:15,447,383,607,192
2024-06-14 13:05:30,447,383,607,192
2024-06-14 13:05:45,447,383,607,192
2024-06-14 13:06:00,447,383,607,192
2024-06-14 13:06:15,447,383,607,192
2024-06-14 13:06:30,447,383,607,192
2024-06-14 13:06:45,447,383,607,192
2024-06-14 13:07:00,447,383,607,192
2024-06-14 13:07:15,447,383,607,192
