"Time","orderers","peers","Total"
2024-06-14 13:00:15,0.339,353,353
2024-06-14 13:00:30,0.339,353,353
2024-06-14 13:00:45,0.339,352,352
2024-06-14 13:01:00,0.339,353,353
2024-06-14 13:01:15,0.346,353,353
2024-06-14 13:01:30,0.380,355,355
2024-06-14 13:01:45,0.562,359,359
2024-06-14 13:02:00,0.734,359,359
2024-06-14 13:02:15,0.957,360,360
2024-06-14 13:02:30,0.907,360,360
2024-06-14 13:02:45,1.09,363,363
2024-06-14 13:03:00,1.32,366,366
2024-06-14 13:03:15,1.21,364,364
2024-06-14 13:03:30,1.32,364,364
2024-06-14 13:03:45,1.58,366,366
2024-06-14 13:04:00,1.44,368,368
2024-06-14 13:04:15,1.69,367,367
2024-06-14 13:04:30,1.84,368,368
2024-06-14 13:04:45,1.80,368,368
2024-06-14 13:05:00,1.95,370,370
2024-06-14 13:05:15,2.16,371,371
2024-06-14 13:05:30,2.05,371,371
2024-06-14 13:05:45,2.09,369,369
2024-06-14 13:06:00,2.09,370,370
2024-06-14 13:06:15,2.09,369,369
2024-06-14 13:06:30,2.09,368,368
2024-06-14 13:06:45,2.09,367,367
2024-06-14 13:07:00,2.09,369,369
2024-06-14 13:07:15,2.09,369,369
