"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 13:00:15,1213,161,105,69.3
2024-06-14 13:00:30,1228,175,102,70.2
2024-06-14 13:00:45,268,25.3,25.1,16.9
2024-06-14 13:01:00,87.2,8.35,6.03,6.67
2024-06-14 13:01:15,0,0,0,0
2024-06-14 13:01:30,0,0,0,0
2024-06-14 13:01:45,193,19.1,19.3,9.64
2024-06-14 13:02:00,309,32.1,25.9,15.6
2024-06-14 13:02:15,360,31.0,26.5,14.1
2024-06-14 13:02:30,225,20.3,15.1,6.58
2024-06-14 13:02:45,34.0,0,0,0
2024-06-14 13:03:00,897,45.9,55.2,29.0
2024-06-14 13:03:15,1831,94.9,74.9,43.3
2024-06-14 13:03:30,2341,80.8,72.9,38.9
2024-06-14 13:03:45,3460,121,91.5,57.8
2024-06-14 13:04:00,4898,158,107,79.6
2024-06-14 13:04:15,5534,213,143,103
2024-06-14 13:04:30,6392,244,198,128
2024-06-14 13:04:45,7279,326,295,178
2024-06-14 13:05:00,5794,240,243,138
2024-06-14 13:05:15,6844,471,354,230
2024-06-14 13:05:30,5815,411,309,210
2024-06-14 13:05:45,5277,357,273,167
2024-06-14 13:06:00,5032,202,230,96.3
2024-06-14 13:06:15,4134,157,153,105
2024-06-14 13:06:30,2796,99.8,98.4,63.8
2024-06-14 13:06:45,1614,102,101,67.4
2024-06-14 13:07:00,409,7.15,7.10,4.78
2024-06-14 13:07:15,824,18.9,45.3,14.4
