"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 13:00:15,391725,41269,41232,28486
2024-06-14 13:00:30,399724,40585,42149,29228
2024-06-14 13:00:45,478699,50768,50280,35122
2024-06-14 13:01:00,490048,52746,49967,35325
2024-06-14 13:01:15,399603,42510,42350,28196
2024-06-14 13:01:30,360654,37730,37359,25519
2024-06-14 13:01:45,289835,25482,25132,21908
2024-06-14 13:02:00,542495,49094,47449,42816
2024-06-14 13:02:15,625907,52555,51476,50270
2024-06-14 13:02:30,670862,55170,55618,56858
2024-06-14 13:02:45,561144,45245,47458,45193
2024-06-14 13:03:00,610804,48291,52387,48914
2024-06-14 13:03:15,626452,50640,51267,49797
2024-06-14 13:03:30,538417,44121,45706,39341
2024-06-14 13:03:45,571581,45775,45498,46550
2024-06-14 13:04:00,761534,68051,68401,62910
2024-06-14 13:04:15,717197,63598,62724,57331
2024-06-14 13:04:30,716855,62868,58430,56195
2024-06-14 13:04:45,502840,34928,36196,41578
2024-06-14 13:05:00,534369,40351,39577,43399
2024-06-14 13:05:15,719592,60923,60575,57238
2024-06-14 13:05:30,732642,62250,62584,56954
2024-06-14 13:05:45,752280,69450,68685,58294
2024-06-14 13:06:00,586834,50225,55646,42368
2024-06-14 13:06:15,370955,37429,37567,27067
2024-06-14 13:06:30,326171,36423,35122,22902
2024-06-14 13:06:45,303859,32458,32194,21429
2024-06-14 13:07:00,333022,35396,34878,22814
2024-06-14 13:07:15,230948,23125,25600,15555
