"Time","All machines","machine69","machine70","machine77"
2024-06-14 13:00:15,217625,77002,69666,69067
2024-06-14 13:00:30,214145,74521,71244,71939
2024-06-14 13:00:45,223796,80539,72225,71326
2024-06-14 13:01:00,221994,80447,71867,71729
2024-06-14 13:01:15,229986,86437,72427,72522
2024-06-14 13:01:30,279316,96242,121393,104941
2024-06-14 13:01:45,1426765,727175,289652,267256
2024-06-14 13:02:00,2201917,1095397,591219,572428
2024-06-14 13:02:15,3409269,1816644,752226,720182
2024-06-14 13:02:30,3560300,1899910,828080,829731
2024-06-14 13:02:45,3170535,1628058,651447,636226
2024-06-14 13:03:00,3471591,1854923,809426,806088
2024-06-14 13:03:15,3521069,1871496,820454,820947
2024-06-14 13:03:30,3062155,1876368,583930,539298
2024-06-14 13:03:45,3467989,1900886,659347,553356
2024-06-14 13:04:00,3582541,1911354,836261,831494
2024-06-14 13:04:15,3157389,1910017,829632,829503
2024-06-14 13:04:30,3544362,1909713,665930,658622
2024-06-14 13:04:45,3534579,1887242,839835,839923
2024-06-14 13:05:00,3515746,1879506,821460,822612
2024-06-14 13:05:15,3497559,1858713,818824,818393
2024-06-14 13:05:30,3430514,1853175,801209,814408
2024-06-14 13:05:45,2462275,1301369,649502,666152
2024-06-14 13:06:00,1730907,955101,350252,366055
2024-06-14 13:06:15,497790,241355,191463,216410
2024-06-14 13:06:30,210688,77336,68041,67888
2024-06-14 13:06:45,211795,79165,67685,67751
2024-06-14 13:07:00,211609,80584,68323,67984
2024-06-14 13:07:15,217381,79683,68907,68510
