"Time","Total","Peers","Orderers","Couchsdb"
2024-06-14 13:00:15,129,0,4.19,2.23
2024-06-14 13:00:30,82.2,0,4.55,0
2024-06-14 13:00:45,2.10,0,0,0
2024-06-14 13:01:00,3.45,0,0,0
2024-06-14 13:01:15,4.16,0,0,0
2024-06-14 13:01:30,4.52,0,0,0
2024-06-14 13:01:45,1.06,0,0,0
2024-06-14 13:02:00,50.0,0,0,0
2024-06-14 13:02:15,57.2,0,0,0
2024-06-14 13:02:30,52.1,0,0,0
2024-06-14 13:02:45,61.7,0,0,0
2024-06-14 13:03:00,117,0,0,0
2024-06-14 13:03:15,108,0,0,0
2024-06-14 13:03:30,123,0,0,0
2024-06-14 13:03:45,13.3,0,0,0
2024-06-14 13:04:00,59.1,0,14.9,0
2024-06-14 13:04:15,50.0,0,13.5,0
2024-06-14 13:04:30,51.5,0,14.6,0
2024-06-14 13:04:45,99.8,0,0,0
2024-06-14 13:05:00,188,0,0,0
2024-06-14 13:05:15,182,0,0,0
2024-06-14 13:05:30,189,0,88.0,0
2024-06-14 13:05:45,92.8,0,80.1,0
2024-06-14 13:06:00,100,0,86.0,0
2024-06-14 13:06:15,4.47,0,0,0
2024-06-14 13:06:30,35.4,0,0,0
2024-06-14 13:06:45,39.7,0,0,1.03
2024-06-14 13:07:00,46.6,0,0,1.12
2024-06-14 13:07:15,52.4,0,0,6.59
