"Time","machine69","machine70","All Machines","machine77"
2024-06-14 13:00:15,262,225,712,225
2024-06-14 13:00:30,262,225,712,225
2024-06-14 13:00:45,262,225,712,225
2024-06-14 13:01:00,262,225,712,225
2024-06-14 13:01:15,262,225,712,225
2024-06-14 13:01:30,262,225,712,225
2024-06-14 13:01:45,262,225,712,225
2024-06-14 13:02:00,262,225,712,225
2024-06-14 13:02:15,262,225,712,225
2024-06-14 13:02:30,262,225,712,225
2024-06-14 13:02:45,262,225,712,225
2024-06-14 13:03:00,262,225,712,225
2024-06-14 13:03:15,262,225,712,225
2024-06-14 13:03:30,262,225,712,225
2024-06-14 13:03:45,263,225,712,225
2024-06-14 13:04:00,263,225,713,225
2024-06-14 13:04:15,263,225,713,225
2024-06-14 13:04:30,263,225,713,225
2024-06-14 13:04:45,263,225,713,225
2024-06-14 13:05:00,263,225,713,225
2024-06-14 13:05:15,263,225,713,225
2024-06-14 13:05:30,263,225,713,225
2024-06-14 13:05:45,263,225,713,225
2024-06-14 13:06:00,263,225,713,225
2024-06-14 13:06:15,263,225,713,225
2024-06-14 13:06:30,263,225,713,225
2024-06-14 13:06:45,263,225,713,225
2024-06-14 13:07:00,263,225,713,225
2024-06-14 13:07:15,263,225,713,225
