"Time","Total","Peers","Orderers"
2024-06-14 13:00:15,3.04,2.34,0.700
2024-06-14 13:00:30,3.42,2.72,0.700
2024-06-14 13:00:45,3.40,2.76,0.640
2024-06-14 13:01:00,3.74,3.10,0.640
2024-06-14 13:01:15,4.02,3.38,0.638
2024-06-14 13:01:30,7.18,5.90,1.28
2024-06-14 13:01:45,22.7,17.3,5.36
2024-06-14 13:02:00,48.3,39.7,8.60
2024-06-14 13:02:15,63.9,51.2,12.7
2024-06-14 13:02:30,74.3,61.0,13.3
2024-06-14 13:02:45,70.3,58.1,12.2
2024-06-14 13:03:00,69.9,56.5,13.4
2024-06-14 13:03:15,64.3,51.3,13.0
2024-06-14 13:03:30,66.6,53.7,12.8
2024-06-14 13:03:45,57.9,45.5,12.5
2024-06-14 13:04:00,66.7,53.8,12.8
2024-06-14 13:04:15,68.1,54.9,13.2
2024-06-14 13:04:30,66.2,52.6,13.6
2024-06-14 13:04:45,73.9,59.5,14.4
2024-06-14 13:05:00,77.9,62.9,15.0
2024-06-14 13:05:15,83.3,66.9,16.4
2024-06-14 13:05:30,82.3,66.1,16.2
2024-06-14 13:05:45,65.9,54.2,11.8
2024-06-14 13:06:00,35.6,28.1,7.50
2024-06-14 13:06:15,16.6,14.5,2.10
2024-06-14 13:06:30,4.38,3.68,0.700
2024-06-14 13:06:45,4.04,3.34,0.700
2024-06-14 13:07:00,3.80,3.12,0.680
2024-06-14 13:07:15,3.84,3.18,0.660
