"Time","All machines","machine69","machine70"
2024-04-18 11:07:00,0.615,0.171,0.198
2024-04-18 11:07:15,0.604,0.172,0.200
2024-04-18 11:07:30,0.606,0.172,0.200
2024-04-18 11:07:45,0.607,0.174,0.200
2024-04-18 11:08:00,0.611,0.173,0.201
2024-04-18 11:08:15,0.712,0.221,0.217
2024-04-18 11:08:30,0.826,0.259,0.255
2024-04-18 11:08:45,0.905,0.285,0.283
2024-04-18 11:09:00,0.944,0.293,0.286
2024-04-18 11:09:15,1.02,0.317,0.314
2024-04-18 11:09:30,1.13,0.352,0.325
2024-04-18 11:09:45,1.11,0.352,0.344
2024-04-18 11:10:00,1.21,0.384,0.390
2024-04-18 11:10:15,1.33,0.421,0.414
2024-04-18 11:10:30,1.32,0.423,0.415
2024-04-18 11:10:45,1.42,0.456,0.457
2024-04-18 11:11:00,1.51,0.489,0.459
2024-04-18 11:11:15,1.57,0.498,0.497
2024-04-18 11:11:30,1.66,0.523,0.538
2024-04-18 11:11:45,1.70,0.530,0.547
2024-04-18 11:12:00,1.76,0.561,0.575
