"Time","Total","Peers","Orderers"
2024-04-18 11:07:00,0.00204,0.00103,0.00102
2024-04-18 11:07:15,0.00204,0.00103,0.00102
2024-04-18 11:07:30,0.00205,0.00104,0.00102
2024-04-18 11:07:45,0.00205,0.00104,0.00102
2024-04-18 11:08:00,0.00205,0.00104,0.00102
2024-04-18 11:08:15,0.00205,0.00104,0.00102
2024-04-18 11:08:30,0.0140,0.0130,0.00108
2024-04-18 11:08:45,0.0140,0.0130,0.00108
2024-04-18 11:09:00,0.0681,0.0642,0.00389
2024-04-18 11:09:15,0.0681,0.0642,0.00389
2024-04-18 11:09:30,0.106,0.101,0.00411
2024-04-18 11:09:45,0.106,0.101,0.00411
2024-04-18 11:10:00,0.173,0.165,0.00777
2024-04-18 11:10:15,0.173,0.165,0.00777
2024-04-18 11:10:30,0.211,0.203,0.00798
2024-04-18 11:10:45,0.211,0.203,0.00798
2024-04-18 11:11:00,0.276,0.264,0.0116
2024-04-18 11:11:15,0.276,0.264,0.0116
2024-04-18 11:11:30,0.314,0.302,0.0119
2024-04-18 11:11:45,0.314,0.302,0.0119
2024-04-18 11:12:00,0.383,0.368,0.0155
