"Time","Total","Peers","Orderers","Couchsdb"
2024-04-18 11:07:00,9115,7239,1822,54.9
2024-04-18 11:07:15,12123,9847,2238,37.2
2024-04-18 11:07:30,14062,11563,2464,35.6
2024-04-18 11:07:45,15142,12556,2575,10.9
2024-04-18 11:08:00,16586,13960,2618,8.79
2024-04-18 11:08:15,80769,63035,14337,3396
2024-04-18 11:08:30,155842,120936,26988,7919
2024-04-18 11:08:45,227591,175902,39169,12520
2024-04-18 11:09:00,280934,216682,48203,16049
2024-04-18 11:09:15,277208,214155,47234,15820
2024-04-18 11:09:30,276332,213945,46419,15969
2024-04-18 11:09:45,276250,213989,46631,15630
2024-04-18 11:10:00,276162,213703,46578,15881
2024-04-18 11:10:15,277115,214032,46947,16136
2024-04-18 11:10:30,276515,213686,46514,16314
2024-04-18 11:10:45,277170,214394,46356,16420
2024-04-18 11:11:00,277477,214060,46857,16560
2024-04-18 11:11:15,276704,213245,47070,16388
2024-04-18 11:11:30,278291,214409,47454,16427
2024-04-18 11:11:45,279921,216080,47401,16441
2024-04-18 11:12:00,278177,214813,46950,16415
