"Time","orderers","peers","Total"
2024-06-24 22:50:30,0.375,339,339
2024-06-24 22:50:45,0.376,342,342
2024-06-24 22:51:00,0.469,343,343
2024-06-24 22:51:15,0.677,345,345
2024-06-24 22:51:30,0.873,346,346
2024-06-24 22:51:45,0.853,346,346
2024-06-24 22:52:00,1.01,348,348
2024-06-24 22:52:15,1.24,352,352
2024-06-24 22:52:30,1.38,350,350
2024-06-24 22:52:45,1.34,349,349
2024-06-24 22:53:00,1.48,354,354
2024-06-24 22:53:15,1.45,353,353
2024-06-24 22:53:30,1.62,354,354
2024-06-24 22:53:45,1.85,356,356
2024-06-24 22:54:00,1.96,356,356
2024-06-24 22:54:15,1.93,358,358
2024-06-24 22:54:30,2.07,358,358
2024-06-24 22:54:45,2.13,359,359
2024-06-24 22:55:00,2.14,360,360
2024-06-24 22:55:15,2.15,359,359
2024-06-24 22:55:30,2.15,359,359
2024-06-24 22:55:45,2.15,358,358
2024-06-24 22:56:00,2.15,360,360
2024-06-24 22:56:15,2.15,360,360
2024-06-24 22:56:30,2.15,358,358
