"Time","orderers","peers","Total"
2024-06-24 22:50:30,0.120,108,108
2024-06-24 22:50:45,0.120,109,109
2024-06-24 22:51:00,0.150,110,110
2024-06-24 22:51:15,0.217,110,110
2024-06-24 22:51:30,0.279,111,111
2024-06-24 22:51:45,0.273,111,111
2024-06-24 22:52:00,0.325,111,111
2024-06-24 22:52:15,0.398,112,112
2024-06-24 22:52:30,0.441,112,112
2024-06-24 22:52:45,0.430,112,112
2024-06-24 22:53:00,0.473,113,113
2024-06-24 22:53:15,0.464,113,113
2024-06-24 22:53:30,0.518,113,113
2024-06-24 22:53:45,0.591,114,114
2024-06-24 22:54:00,0.627,114,114
2024-06-24 22:54:15,0.617,114,114
2024-06-24 22:54:30,0.662,114,114
2024-06-24 22:54:45,0.683,115,115
2024-06-24 22:55:00,0.686,115,115
2024-06-24 22:55:15,0.688,115,115
2024-06-24 22:55:30,0.688,115,115
2024-06-24 22:55:45,0.688,115,115
2024-06-24 22:56:00,0.688,115,115
2024-06-24 22:56:15,0.688,115,115
2024-06-24 22:56:30,0.687,114,114
