"Time","machine69","machine70","All Machines","machine77"
2024-06-24 22:50:30,481,386,627,193
2024-06-24 22:50:45,481,386,627,193
2024-06-24 22:51:00,481,386,627,193
2024-06-24 22:51:15,481,386,627,193
2024-06-24 22:51:30,481,387,627,193
2024-06-24 22:51:45,481,387,627,193
2024-06-24 22:52:00,481,387,627,193
2024-06-24 22:52:15,481,387,627,193
2024-06-24 22:52:30,481,387,627,193
2024-06-24 22:52:45,481,387,627,193
2024-06-24 22:53:00,481,387,627,193
2024-06-24 22:53:15,481,387,628,193
2024-06-24 22:53:30,481,387,628,193
2024-06-24 22:53:45,481,387,628,193
2024-06-24 22:54:00,482,387,628,194
2024-06-24 22:54:15,482,387,628,194
2024-06-24 22:54:30,482,387,628,194
2024-06-24 22:54:45,482,387,628,194
2024-06-24 22:55:00,482,387,628,194
2024-06-24 22:55:15,482,387,628,194
2024-06-24 22:55:30,482,387,628,194
2024-06-24 22:55:45,482,387,628,194
2024-06-24 22:56:00,482,387,628,194
2024-06-24 22:56:15,482,387,628,194
2024-06-24 22:56:30,482,387,628,194
