"Time","Total","Peers","Orderers"
2024-06-24 22:50:30,4.38,3.58,0.800
2024-06-24 22:50:45,4.56,3.78,0.780
2024-06-24 22:51:00,17.9,14.9,3.00
2024-06-24 22:51:15,34.9,27.3,7.64
2024-06-24 22:51:30,61.3,50.5,10.8
2024-06-24 22:51:45,75.8,61.9,13.9
2024-06-24 22:52:00,74.8,61.5,13.3
2024-06-24 22:52:15,74.5,61.1,13.4
2024-06-24 22:52:30,76.9,63.2,13.7
2024-06-24 22:52:45,79.1,64.8,14.2
2024-06-24 22:53:00,82.4,67.8,14.6
2024-06-24 22:53:15,81.4,67.1,14.3
2024-06-24 22:53:30,78.8,64.8,13.9
2024-06-24 22:53:45,76.8,63.4,13.4
2024-06-24 22:54:00,75.3,62.0,13.3
2024-06-24 22:54:15,75.4,62.0,13.4
2024-06-24 22:54:30,75.6,62.1,13.5
2024-06-24 22:54:45,76.2,62.5,13.7
2024-06-24 22:55:00,66.2,53.9,12.3
2024-06-24 22:55:15,50.2,42.3,7.90
2024-06-24 22:55:30,22.5,17.9,4.54
2024-06-24 22:55:45,6.94,6.16,0.780
2024-06-24 22:56:00,3.90,3.20,0.700
2024-06-24 22:56:15,3.76,3.10,0.660
2024-06-24 22:56:30,3.66,3.02,0.640
