"Time","Total","Peers","Orderers"
2024-07-31 18:44:00,3.84,3.20,0.640
2024-07-31 18:44:15,15.5,11.9,3.64
2024-07-31 18:44:30,41.3,34.7,6.62
2024-07-31 18:44:45,57.4,46.8,10.7
2024-07-31 18:45:00,73.7,61.6,12.2
2024-07-31 18:45:15,74.8,62.3,12.5
2024-07-31 18:45:30,74.4,62.0,12.3
2024-07-31 18:45:45,74.0,61.8,12.2
2024-07-31 18:46:00,74.6,62,12.6
2024-07-31 18:46:15,75.0,62.3,12.7
2024-07-31 18:46:30,76.1,63.0,13.1
2024-07-31 18:46:45,76.8,63.6,13.2
2024-07-31 18:47:00,75.6,62.5,13.0
2024-07-31 18:47:15,76.1,62.9,13.2
2024-07-31 18:47:30,77.4,64.3,13.1
2024-07-31 18:47:45,77.5,64.5,13
2024-07-31 18:48:00,75.4,62.7,12.7
2024-07-31 18:48:15,64.7,54.4,10.2
2024-07-31 18:48:30,37.2,30.3,6.86
2024-07-31 18:48:45,22.3,19.2,3.06
2024-07-31 18:49:00,4.14,3.44,0.700
