"Time","Total","Peers","Orderers"
2024-07-31 18:44:00,0.592,0.131,0.000549
2024-07-31 18:44:15,0.593,0.132,0.000730
2024-07-31 18:44:30,0.593,0.132,0.000815
2024-07-31 18:44:45,0.593,0.132,0.000815
2024-07-31 18:45:00,0.593,0.132,0.000815
2024-07-31 18:45:15,0.599,0.136,0.00226
2024-07-31 18:45:30,0.599,0.136,0.00248
2024-07-31 18:45:45,0.599,0.136,0.00248
2024-07-31 18:46:00,0.599,0.136,0.00248
2024-07-31 18:46:15,0.605,0.141,0.00392
2024-07-31 18:46:30,0.605,0.141,0.00416
2024-07-31 18:46:45,0.605,0.141,0.00416
2024-07-31 18:47:00,0.605,0.141,0.00416
2024-07-31 18:47:15,0.611,0.145,0.00560
2024-07-31 18:47:30,0.611,0.145,0.00582
2024-07-31 18:47:45,0.611,0.145,0.00582
2024-07-31 18:48:00,0.611,0.145,0.00582
2024-07-31 18:48:15,0.617,0.149,0.00710
2024-07-31 18:48:30,0.617,0.149,0.00726
2024-07-31 18:48:45,0.617,0.149,0.00726
2024-07-31 18:49:00,0.617,0.149,0.00726
