"Time","machine69","machine70","All Machines","machine77"
2024-07-31 18:44:00,0.344,0.176,0.695,0.176
2024-07-31 18:44:15,0.344,0.176,0.696,0.176
2024-07-31 18:44:30,0.344,0.176,0.696,0.176
2024-07-31 18:44:45,0.344,0.176,0.696,0.176
2024-07-31 18:45:00,0.344,0.176,0.696,0.176
2024-07-31 18:45:15,0.344,0.176,0.704,0.176
2024-07-31 18:45:30,0.348,0.178,0.704,0.176
2024-07-31 18:45:45,0.348,0.178,0.704,0.178
2024-07-31 18:46:00,0.348,0.178,0.704,0.178
2024-07-31 18:46:15,0.348,0.180,0.711,0.178
2024-07-31 18:46:30,0.351,0.180,0.711,0.178
2024-07-31 18:46:45,0.351,0.180,0.711,0.180
2024-07-31 18:47:00,0.351,0.180,0.711,0.180
2024-07-31 18:47:15,0.351,0.182,0.718,0.180
2024-07-31 18:47:30,0.355,0.182,0.718,0.180
2024-07-31 18:47:45,0.355,0.182,0.718,0.182
2024-07-31 18:48:00,0.355,0.182,0.718,0.182
2024-07-31 18:48:15,0.355,0.182,0.725,0.182
2024-07-31 18:48:30,0.358,0.183,0.725,0.182
2024-07-31 18:48:45,0.358,0.183,0.725,0.183
2024-07-31 18:49:00,0.358,0.183,0.725,0.183
