"Time","orderers","peers","Total"
2024-07-31 18:44:00,0.130,4.11,4.11
2024-07-31 18:44:15,0.185,4.39,4.39
2024-07-31 18:44:30,0.239,4.41,4.41
2024-07-31 18:44:45,0.309,4.41,4.41
2024-07-31 18:45:00,0.304,4.38,4.38
2024-07-31 18:45:15,0.376,4.50,4.50
2024-07-31 18:45:30,0.431,4.61,4.61
2024-07-31 18:45:45,0.409,4.65,4.65
2024-07-31 18:46:00,0.447,4.74,4.74
2024-07-31 18:46:15,0.532,4.82,4.82
2024-07-31 18:46:30,0.496,4.86,4.86
2024-07-31 18:46:45,0.561,4.80,4.80
2024-07-31 18:47:00,0.619,4.89,4.89
2024-07-31 18:47:15,0.596,4.95,4.95
2024-07-31 18:47:30,0.651,4.95,4.95
2024-07-31 18:47:45,0.722,5.12,5.12
2024-07-31 18:48:00,0.688,5.13,5.13
2024-07-31 18:48:15,0.708,5.04,5.04
2024-07-31 18:48:30,0.708,5.10,5.10
2024-07-31 18:48:45,0.709,5.22,5.22
2024-07-31 18:49:00,0.709,5.29,5.29
