"Time","machine69","machine70","Total","machine77"
2024-07-31 18:44:00,0,257,736,247
2024-07-31 18:44:15,0.00560,238,871,279
2024-07-31 18:44:30,,369,1042,279
2024-07-31 18:44:45,0,381,1289,477
2024-07-31 18:45:00,0.0000742,508,1400,476
2024-07-31 18:45:15,0,449,1415,491
2024-07-31 18:45:30,0,493,1437,491
2024-07-31 18:45:45,0,371,1406,497
2024-07-31 18:46:00,0,487,1473,498
2024-07-31 18:46:15,0,568,1530,569
2024-07-31 18:46:30,0,592,1599,569
2024-07-31 18:46:45,0,372,1624,572
2024-07-31 18:47:00,0,559,1582,572
2024-07-31 18:47:15,0.0000806,347,1578,561
2024-07-31 18:47:30,,569,1598,561
2024-07-31 18:47:45,0,481,1610,569
2024-07-31 18:48:00,0,550,1562,569
2024-07-31 18:48:15,0.00411,335,1377,480
2024-07-31 18:48:30,0,394,1170,483
2024-07-31 18:48:45,0,207,912,274
2024-07-31 18:49:00,0,254,776,271
