"Time","orderers","peers","Total"
2024-07-31 18:44:00,0.406,12.8,12.8
2024-07-31 18:44:15,0.579,13.7,13.7
2024-07-31 18:44:30,0.748,13.8,13.8
2024-07-31 18:44:45,0.967,13.8,13.8
2024-07-31 18:45:00,0.951,13.7,13.7
2024-07-31 18:45:15,1.18,14.0,14.0
2024-07-31 18:45:30,1.35,14.4,14.4
2024-07-31 18:45:45,1.28,14.5,14.5
2024-07-31 18:46:00,1.40,14.8,14.8
2024-07-31 18:46:15,1.66,15.1,15.1
2024-07-31 18:46:30,1.55,15.2,15.2
2024-07-31 18:46:45,1.75,15.0,15.0
2024-07-31 18:47:00,1.93,15.3,15.3
2024-07-31 18:47:15,1.86,15.5,15.5
2024-07-31 18:47:30,2.03,15.5,15.5
2024-07-31 18:47:45,2.26,16.0,16.0
2024-07-31 18:48:00,2.15,16.0,16.0
2024-07-31 18:48:15,2.21,15.8,15.8
2024-07-31 18:48:30,2.21,15.9,15.9
2024-07-31 18:48:45,2.21,16.3,16.3
2024-07-31 18:49:00,2.21,16.5,16.5
