"Time","All machines","machine69","machine70","machine77"
2024-06-23 23:58:15,95.5,3.16,0,123
2024-06-23 23:58:30,109,3.54,0,56.6
2024-06-23 23:58:45,108,14.0,19.5,0
2024-06-23 23:59:00,32.9,16.2,20.2,0
2024-06-23 23:59:15,105,93.0,123,0
2024-06-23 23:59:30,108,93.2,96.4,0
2024-06-23 23:59:45,90.6,102,102,0
2024-06-24 00:00:00,107,111,0,0
2024-06-24 00:00:15,10.0,28.9,0,3.48
2024-06-24 00:00:30,41.8,32.5,2.11,3.24
2024-06-24 00:00:45,663,720,2.29,3.49
2024-06-24 00:01:00,708,791,2.10,2.47
2024-06-24 00:01:15,786,713,2.31,43.8
2024-06-24 00:01:30,188,4.72,0,41.3
2024-06-24 00:01:45,178,5.37,0,42.8
2024-06-24 00:02:00,187,8.16,7.39,89.6
2024-06-24 00:02:15,12.0,5.34,8.02,97.2
2024-06-24 00:02:30,14.2,4.65,62.6,89.8
2024-06-24 00:02:45,10.8,0,66.7,97.7
2024-06-24 00:03:00,10.4,0,55.2,2.42
2024-06-24 00:03:15,5.53,0,58.8,2.35
2024-06-24 00:03:30,2.01,3.50,0,0
