"Time","Total","Peers","Orderers"
2024-06-23 23:58:15,785,0.151,0.000641
2024-06-23 23:58:30,785,0.151,0.000645
2024-06-23 23:58:45,785,0.151,0.000698
2024-06-23 23:59:00,785,0.151,0.000698
2024-06-23 23:59:15,785,0.151,0.000698
2024-06-23 23:59:30,785,0.153,0.000767
2024-06-23 23:59:45,785,0.156,0.00193
2024-06-24 00:00:00,786,0.156,0.00193
2024-06-24 00:00:15,786,0.156,0.00193
2024-06-24 00:00:30,786,0.156,0.00193
2024-06-24 00:00:45,786,0.162,0.00317
2024-06-24 00:01:00,786,0.162,0.00317
2024-06-24 00:01:15,786,0.162,0.00317
2024-06-24 00:01:30,786,0.164,0.00317
2024-06-24 00:01:45,787,0.167,0.00440
2024-06-24 00:02:00,787,0.167,0.00440
2024-06-24 00:02:15,787,0.167,0.00440
2024-06-24 00:02:30,787,0.167,0.00447
2024-06-24 00:02:45,787,0.172,0.00560
2024-06-24 00:03:00,787,0.172,0.00560
2024-06-24 00:03:15,787,0.172,0.00560
2024-06-24 00:03:30,787,0.172,0.00560
