"Time","Total","Peers","Orderers"
2024-06-23 23:58:15,668,0.128,0.000545
2024-06-23 23:58:30,668,0.128,0.000549
2024-06-23 23:58:45,668,0.129,0.000594
2024-06-23 23:59:00,668,0.129,0.000594
2024-06-23 23:59:15,668,0.129,0.000594
2024-06-23 23:59:30,668,0.130,0.000652
2024-06-23 23:59:45,668,0.133,0.00164
2024-06-24 00:00:00,668,0.133,0.00164
2024-06-24 00:00:15,669,0.133,0.00164
2024-06-24 00:00:30,669,0.133,0.00164
2024-06-24 00:00:45,669,0.138,0.00270
2024-06-24 00:01:00,669,0.138,0.00270
2024-06-24 00:01:15,669,0.138,0.00270
2024-06-24 00:01:30,669,0.139,0.00270
2024-06-24 00:01:45,669,0.142,0.00374
2024-06-24 00:02:00,669,0.142,0.00374
2024-06-24 00:02:15,669,0.142,0.00374
2024-06-24 00:02:30,670,0.142,0.00380
2024-06-24 00:02:45,670,0.147,0.00476
2024-06-24 00:03:00,670,0.147,0.00476
2024-06-24 00:03:15,670,0.147,0.00476
2024-06-24 00:03:30,670,0.147,0.00476
