"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 23:58:15,19.0,0,0,0
2024-06-23 23:58:30,18.4,0,0,0
2024-06-23 23:58:45,19.2,0,0,0
2024-06-23 23:59:00,461,0,0,75.8
2024-06-23 23:59:15,1180,61.4,65.0,109
2024-06-23 23:59:30,1293,60.6,69.2,117
2024-06-23 23:59:45,2811,119,122,81.2
2024-06-24 00:00:00,4709,227,229,124
2024-06-24 00:00:15,6488,261,253,175
2024-06-24 00:00:30,6034,262,252,180
2024-06-24 00:00:45,4805,249,246,162
2024-06-24 00:01:00,1366,97.3,89.4,60.8
2024-06-24 00:01:15,914,70.8,68.7,46.0
2024-06-24 00:01:30,393,3.62,17.8,2.42
2024-06-24 00:01:45,897,9.58,26.4,4.72
2024-06-24 00:02:00,943,14.5,25.4,9.71
2024-06-24 00:02:15,2729,71.6,98.3,52.5
2024-06-24 00:02:30,2659,68.6,89.3,54.7
2024-06-24 00:02:45,5064,214,238,148
2024-06-24 00:03:00,4297,170,209,115
2024-06-24 00:03:15,3061,152,151,103
2024-06-24 00:03:30,2812,159,136,109
