"Time","Total","Peers","Orderers","Couchsdb"
2024-06-23 23:58:15,95.5,0,82.9,0
2024-06-23 23:58:30,109,0,92.7,0
2024-06-23 23:58:45,108,1.04,83.6,1.05
2024-06-23 23:59:00,32.9,1.16,0,1.15
2024-06-23 23:59:15,105,1.04,0,1.03
2024-06-23 23:59:30,108,0,1.15,0
2024-06-23 23:59:45,90.6,0,1.04,0
2024-06-24 00:00:00,107,0,1.15,0
2024-06-24 00:00:15,10.0,0,0,0
2024-06-24 00:00:30,41.8,4.55,0,1.14
2024-06-24 00:00:45,663,214,0,1.04
2024-06-24 00:01:00,708,244,0,1.14
2024-06-24 00:01:15,786,211,0,34.1
2024-06-24 00:01:30,188,0,10.0,36.7
2024-06-24 00:01:45,178,0,11.0,32.9
2024-06-24 00:02:00,187,0,10.0,36.7
2024-06-24 00:02:15,12.0,0,0,0
2024-06-24 00:02:30,14.2,0,0,0
2024-06-24 00:02:45,10.8,0,2.08,0
2024-06-24 00:03:00,10.4,0,2.32,0
2024-06-24 00:03:15,5.53,0,2.07,0
2024-06-24 00:03:30,2.01,0,0,0
